0.0000000000;-0.1739130000;0.0400000000;1.0434780000
0.0640000000;-0.1417038771;0.0385297382;0.8711632862
0.1280000000;-0.7391304000;0.0981133666;1.4347830000
0.1920000000;-0.5356742540;-0.1087186795;1.7547385638
0.2560000000;0.0287240392;-0.6878556729;1.0031077500
0.3200000000;1.0399761666;-0.0273844068;1.2033836424
0.3840000000;-0.1560524540;-0.2776211629;0.6521739000
0.4480000000;0.3424040825;-0.0499764226;0.9809718368
0.5120000000;0.3453624866;-0.3177335211;0.8260869000
0.5760000000;0.0617514302;-0.1768113169;0.8512920130
0.6400000000;0.2914937342;-0.0918257571;0.9565217000
0.7040000000;0.1403228489;-0.2263544892;1.0434780000
0.7680000000;0.2608696000;-0.0400000000;1.0049660017
0.8320000000;0.1304348000;-0.1905798536;0.9028042012
0.8960000000;0.1263642238;-0.0158299412;1.1304350000
0.9600000000;0.1947877740;-0.0207952492;0.8486904520
1.0240000000;0.1304348000;-0.1088603301;0.9565217000
1.0880000000;0.2608696000;0.0000000000;0.9362051423
1.1520000000;0.1739130000;0.0400000000;0.7665989771
1.2160000000;0.4000169682;0.0400000000;0.9449331738
1.2800000000;0.3913043000;0.1236085151;1.2647918205
1.3440000000;0.5857642480;0.4189031266;1.7415150205
1.4080000000;0.8560356912;0.2124471299;1.3913040000
1.4720000000;0.0906598007;-0.2961694218;0.6345984257
1.5360000000;-0.5122231342;-0.5346792108;0.9395405829
1.6000000000;0.3559474731;-0.1925283263;0.8858079648
1.6640000000;-0.2608696000;-0.3284225352;0.7650642874
1.7280000000;-0.2672940562;-0.4000000000;1.0869570000
1.7920000000;-0.1257203175;-0.4578313554;0.9565217000
1.8560000000;0.1188782607;-0.1525055984;1.0040728840
1.9200000000;-0.4202699070;-0.3066483345;1.0869570000
1.9840000000;-0.1471693023;-0.2523021068;1.0167343577
2.0480000000;-0.1304348000;-0.0800000000;0.8695652000
2.1120000000;0.0064047446;-0.0311614523;1.0032023532
2.1760000000;-0.3913043000;-0.1148840688;1.0094793096
2.2400000000;-0.2150755241;-0.0821304829;0.9611530464
2.3040000000;-0.6344021247;-0.0002916978;1.4173279864
2.3680000000;-0.2456286844;-0.2389676002;1.3032258331
2.4320000000;0.0968862131;-0.4840601408;1.2966249016
2.4960000000;0.8695652000;-0.2508381058;0.7767184198
2.5600000000;-0.2096277364;-0.1694285013;0.9335402369
2.6240000000;0.4615313193;-0.1907824007;1.0000000000
2.6880000000;0.2173913000;-0.1024156803;0.7826087000
2.7520000000;0.2224798268;-0.2846814404;1.0050884917
2.8160000000;0.1390159292;-0.0400000000;0.8667048214
2.8800000000;0.2956600867;-0.2159854148;0.9304189465
2.9440000000;0.2480135138;-0.1718275562;0.9975447673
3.0080000000;0.3043478000;-0.1000012584;0.9130435000
3.0720000000;0.1633342247;-0.1351337392;0.9400720065
3.1360000000;0.4325405328;-0.1200000000;1.0000000000
3.2000000000;0.1304348000;-0.0428072847;0.9565217000
3.2640000000;0.2277805999;0.0447790791;1.0226994242
3.3280000000;0.2395817437;0.0204151899;0.7497743281
3.3920000000;0.5502783236;0.0262560621;1.2011137631
3.4560000000;0.5653911667;0.2800000000;1.2830430413
3.5200000000;0.6771145991;0.2400000000;1.4846638834
3.5840000000;0.4797244431;-0.1546141538;1.0014635364
3.6480000000;-0.4417572904;-0.7920238391;0.8382763952
3.7120000000;0.1719963052;-0.1550414666;1.1685236141
3.7760000000;-0.1528245335;-0.3926184418;0.8003360892
3.8400000000;-0.1360251622;-0.2400000000;0.9754656450
3.9040000000;-0.0434782600;-0.3995021530;0.9565217000
3.9680000000;-0.0153025381;-0.2540783354;0.9283460170
4.0320000000;-0.0485315129;-0.1200000000;0.8099097538
4.0960000000;-0.0434782600;-0.2000000000;1.0470371393
4.1600000000;-0.1771050846;-0.2400000000;1.1675288749
4.2240000000;0.0115410565;-0.0400000000;0.8491690342
4.2880000000;-0.0651563179;-0.0800000000;1.1217879577
4.3520000000;-0.1471132221;-0.0400000000;0.9777620996
4.4160000000;-0.2215225149;-0.1780996429;1.0631518593
4.4800000000;-0.3035770054;-0.1200000000;1.1510179853
4.5440000000;-0.4347826000;-0.0400000000;1.7826090000
4.6080000000;-0.1266437260;-0.6034877782;0.9862872163
4.6720000000;1.1864783043;-0.3181579098;1.3111315061
4.7360000000;-0.3712639355;-0.4107814138;0.7826087000
4.8000000000;0.2640842032;0.0614787408;0.8027404753
4.8640000000;0.3260358056;-0.1700235379;0.7500255597
4.9280000000;0.1752697877;-0.2400000000;0.9565217000
4.9920000000;0.1366789982;-0.1971276596;0.9332215476
5.0560000000;0.2977268738;-0.0460912537;0.9163539593
5.1200000000;0.2390902327;-0.2199630002;0.9783010673
5.1840000000;0.0869565200;-0.0951703704;1.0599678133
5.2480000000;0.1304348000;-0.1350577967;0.9672656676
5.3120000000;0.3478261000;-0.0400000000;0.9130435000
5.3760000000;0.1304348000;-0.1200000000;0.9565217000
5.4400000000;0.3043478000;-0.2000000000;1.0000000000
5.5040000000;0.1699187524;0.0689758613;0.9960057432
5.5680000000;0.2461949980;-0.0264993783;0.9423926702
5.6320000000;0.6438695143;0.0800000000;1.2132388310
5.6960000000;0.7885417226;0.4481875733;1.7593862188
5.7600000000;0.5847460272;-0.0055084031;0.9820378135
5.8240000000;-0.4210018957;-0.7614738997;0.7688279287
5.8880000000;-0.0891265581;-0.0419964349;1.0872670036
5.9520000000;0.2312422182;-0.1927238074;0.8083022470
6.0160000000;-0.0883039861;-0.3200000000;1.0414568042
6.0800000000;-0.1739130000;-0.2340636285;0.9315563157
6.1440000000;0.0416898162;-0.2400000000;1.0425837835
6.2080000000;-0.0446386536;-0.2000000000;0.9130435000
6.2720000000;-0.0842852065;-0.2412288042;1.0000000000
6.3360000000;0.0205413928;-0.2000000000;1.0000000000
6.4000000000;-0.1512369868;-0.2304309917;0.9773238390
6.4640000000;0.0434782600;-0.2000000000;1.1235105384
6.5280000000;-0.2608696000;-0.2400000000;0.9541759613
6.5920000000;-0.0895366889;-0.1576262457;0.9845189914
6.6560000000;-0.1050792057;-0.1766728635;0.9891100846
6.7200000000;-0.1777446610;-0.1270502500;0.7979353266
6.7840000000;-0.1960446845;-0.0698194343;0.8798459987
6.8480000000;-0.2324793388;-0.1077619664;1.0567807836
6.9120000000;-0.3547814640;-0.0895984047;0.9808655179
6.9760000000;-0.4169702970;-0.0255492162;1.5809248698
7.0400000000;-0.7812897875;0.0036401952;1.4400586439
7.1040000000;0.5719227925;-0.8892206727;0.9397938358
7.1680000000;0.3354287308;-0.0914055866;1.0511341858
7.2320000000;-0.0423320385;-0.0797363691;0.8695652000
7.2960000000;0.4347826000;-0.2549289535;0.8098597994
7.3600000000;0.0788690641;-0.1674404596;0.7745212366
7.4240000000;0.1241956777;-0.3142600100;1.0434780000
7.4880000000;0.1385701177;-0.1037422663;0.8084154751
7.5520000000;0.1347850627;-0.3159977527;1.0000000000
7.6160000000;0.2654612411;-0.1978878445;1.0858090699
7.6800000000;0.2863176863;-0.0965877088;1.0615082174
7.7440000000;0.0798500849;-0.2400000000;0.9170163578
7.8080000000;0.0000000000;-0.1643615558;0.7391304000
7.8720000000;0.3758595507;0.0128953906;1.1739130000
7.9360000000;0.2903102781;-0.0064572617;0.8260869000
8.0000000000;0.0000000000;-0.1200000000;1.0000000000
8.0640000000;0.4347826000;0.0807359376;0.7391304000
8.1280000000;0.4902092248;0.0800000000;1.0644980296
8.1920000000;0.3174746135;0.0979872222;1.0522295708
8.2560000000;0.6521739000;0.1625554764;1.4810386751
8.3200000000;1.0000000000;0.4160998372;1.7131522616
8.3840000000;0.2821035531;-0.1655808903;0.6299296531
8.4480000000;-0.8147880936;-0.4389808917;1.1134867710
8.5120000000;0.3478261000;-0.2377807241;0.9190741464
8.5760000000;-0.2648793941;-0.3600000000;0.8381163006
8.6400000000;0.0434782600;-0.1206677232;1.2550637045
8.7040000000;-0.0537934595;-0.3498299946;0.8378804674
8.7680000000;0.0869565200;-0.2000000000;1.0535909081
8.8320000000;-0.2098522289;-0.1600000000;0.8979653577
8.8960000000;0.0604995363;-0.3082553191;1.1526364047
8.9600000000;-0.0930743718;-0.0456284264;0.9191613532
9.0240000000;-0.0325362312;-0.2000000000;1.0054709817
9.0880000000;0.0204619997;-0.1200000000;1.0204623039
9.1520000000;-0.1894813212;-0.1456771574;0.9844316788
9.2160000000;-0.1650300049;-0.0881723594;1.0869570000
9.2800000000;-0.1304348000;-0.1563566471;0.9130435000
9.3440000000;-0.1304348000;-0.1039587416;1.0260419542
9.4080000000;-0.2320830452;-0.0670327869;0.9859050891
9.4720000000;-0.1482592491;-0.0400000000;0.9287020805
9.5360000000;-0.1025695792;-0.0143640082;1.1270737648
9.6000000000;-0.3371461362;0.0800000000;0.8695652000
9.6640000000;-0.3478261000;0.0327769477;1.5599829054
9.7280000000;-0.5105622425;-0.3057067788;1.4726726034
9.7920000000;0.3786866382;-0.8916083086;0.9770953370
9.8560000000;0.2948163896;-0.2586306748;1.0357355373
9.9200000000;0.1190002945;-0.1600000000;0.7070867003
9.9840000000;0.2162591423;-0.2000000000;0.8684330423
10.0480000000;0.2392270433;-0.2699555556;0.8695652000
10.1120000000;0.1304348000;-0.2166858316;1.0109322363
10.1760000000;0.3043478000;-0.1902168675;0.8425091254
10.2400000000;0.0498529435;-0.2800000000;1.1611637092
10.3040000000;0.2699986556;-0.1600000000;0.9039143444
10.3680000000;0.1896766258;-0.1745025227;0.8972798742
10.4320000000;0.1395576804;-0.2000000000;1.0732726216
10.4960000000;0.1415862064;-0.1251296482;0.8807165936
10.5600000000;0.2967306540;-0.1200000000;1.0076171109
10.6240000000;0.1304348000;-0.1067396352;1.0725433149
10.6880000000;0.2762970718;-0.0941932939;1.0589057556
10.7520000000;0.2593402995;-0.0385930892;0.8260869000
10.8160000000;0.1928086476;-0.0626160198;0.9130435000
10.8800000000;0.2704129856;0.0474800371;1.0000000000
10.9440000000;0.3967625426;0.1425107692;1.1304350000
11.0080000000;0.5206953780;0.1795198648;1.1081741170
11.0720000000;0.6953344839;0.1461308980;1.5648996846
11.1360000000;0.9605635326;0.2037185832;1.4180959158
